Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Item Text, £ ,Postal Code
Department for Transport,Department for Transport,20/03/2025,Research,DG Road Transport Group,TRL LIMITED,2000037084,#,"£26,707.54",RG40 3GA
Department for Transport,National Highways,13/03/2025,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,AMEY OW LIMITED,CONF9260000312021800,TM - Network Resilience,"£26,697.15",OX4 4DQ
Department for Transport,National Highways,13/03/2025,TA Cost AUC – Non SRN,DIGITAL SERVICES,WSP UK LIMITED,1013577,Corporate Support Services,"£26,684.75",B1 1RQ
Department for Transport,Department for Transport,19/03/2025,Building Service Cha,DG Corporate Delivery Group,MITIE FM LIMITED,2000036871,#,"£26,682.87",SE1 9SG
Department for Transport,DVSA,04/03/2025,TSS (TECHNICAL SERVICE SUPPORT),VOL RUN - ICT OUT,BJSS LIMITED,5100008463,RE-BID FEBRUARY 2025 MILESTONE ON 03 FEBRUARY 2025,"£26,682.00",#
Department for Transport,Maritime and Coastguard Agency,24/03/2025,Maintenance of Coastguard Telecomms,Radio Network Infrastructure Replacement Programme,telent Technology Services Ltd,233147984,RNIR Service Management Charges FY24/25 February 25,"£26,636.69",CV34 5AH
Department for Transport,National Highways,21/03/2025,TA Renewal of Structures - Capital,FINANCE & BUSINESS SERVICES,HAMMOND (ECS) LTD,1015651,Renewals of Structures,"£26,606.75",CF44 0AE
Department for Transport,National Highways,19/03/2025,RM Cost Reimbursable,OPERATIONS DIRECTORATE,KIER TRANSPORTATION LIMITED,CONF9260304140596973,Routine Maintenance,"£26,595.69",M50 3XP
Department for Transport,Driver & Vehicle Licensing Agency,31/03/2025,ITConsul-Non Rec,Operations,SOFTWARE AG (UK) LTD,2000034557,#,"£26,590.64",DE24 8BY
Department for Transport,National Highways,19/03/2025,RM Cost Reimbursable,OPERATIONS DIRECTORATE,KIER TRANSPORTATION LIMITED,CONF9260304161112426,Routine Maintenance,"£26,576.42",M50 3XP
Department for Transport,Department for Transport,04/03/2025,Support Services,"DG Aviation, Maritime & Security Group",AIR SAFETY SUPPORT INTERNATIONAL,2000035136,#,"£26,552.47",RH6 0YR
Department for Transport,National Highways,06/03/2025,TA Cost AUC - Programme,MAJOR PROJECTS,JACOBS UK LIMITED,1012687,RIS 2 Schemes,"£26,513.39",G2 7HX
Department for Transport,National Highways,31/03/2025,TA Cost AUC - Programme,"SAFETY, ENGINEERING AND STANDARDS",Copperleaf Technologies Inc.,1018194,Business Services General,"£26,508.00",BC V5M 0C4
Department for Transport,National Highways,19/03/2025,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,KIER TRANSPORTATION LIMITED,CONF9076910640599112,Renewals of Roads,"£26,487.37",M50 3XP
Department for Transport,Department for Transport,27/03/2025,Subsidies Private Se,DG Public Transport and Local Group,Yorkshire Travel Group Ltd,2000038005,Yorkshire Travel Group Ltd,"£26,476.18",WF1 5PE
Department for Transport,National Highways,21/03/2025,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,AMEY OW LIMITED,1016074,Operate General Other,"£26,453.24",OX4 4DQ
Department for Transport,National Highways,19/03/2025,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,WSP UK LIMITED,1014807,Renewals of Structures,"£26,441.61",B1 1RQ
Department for Transport,National Highways,24/03/2025,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,H W MARTIN (TRAFFIC MANAGEMENT) LIMITED,1016489,Renewals of Structures,"£26,440.46",DE55 5JY
Department for Transport,National Highways,10/03/2025,TA Cost AUC - Programme,MAJOR PROJECTS,AtkinsRéalis PPS Limited,1013042,RIS 1 Schemes,"£26,435.34",WR5 1TX
Department for Transport,National Highways,11/03/2025,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,PAVEMENT TESTING SERVICES LTD (PTS),1013128,Renewals of Structures,"£26,433.16",PR2 5AR
Department for Transport,National Highways,31/03/2025,Contractor Costs,DIGITAL SERVICES,MOTT MACDONALD GROUP LTD,1018006,Corporate Support Services,"£26,412.80",CR0 2EE
Department for Transport,National Highways,13/03/2025,Other external training costs,HR & EMPLOYEE COMMUNICATION,Right Management Ltd,1013581,Corporate Support Services,"£26,400.00",NW1 2ZG
Department for Transport,National Highways,03/03/2025,Staff Welfare initiatives,"SAFETY, ENGINEERING AND STANDARDS",Optima Health UK Limited,1012248,Corporate Support Ex Admin,"£26,345.39",B974DL
Department for Transport,National Highways,31/03/2025,TA Cost AUC – Non SRN,DIGITAL SERVICES,ORACLE CORPORATION UK LTD,1018196,Corporate Support Services,"£26,324.29",RG6 1RA
Department for Transport,National Highways,31/03/2025,Contractor Costs,OPERATIONS DIRECTORATE,AMEY OW LIMITED,1017951,Protocol SRC (Severn River Crossing),"£26,277.63",OX4 4DQ
Department for Transport,National Highways,28/03/2025,TA Cost AUC - Programme,"CUSTOMER, STRATEGY AND COMMUNICATIONS",OVE ARUP & PARTNERS,1017759,RIS 3 Development,"£26,254.46",NE1 3PL
Department for Transport,National Highways,28/03/2025,TA Renewal of Structures - Capital,FINANCE & BUSINESS SERVICES,AMALGAMATED CONSTRUCTION LTD (AMCO),1017706,Renewals of Structures,"£26,254.36",LS25 3AA
Department for Transport,National Highways,21/03/2025,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,Premier Traffic Management Ltd,1015853,Renewals of Roads,"£26,221.62",DL16 6TL
Department for Transport,National Highways,18/03/2025,CM - Third Party Damage,OPERATIONS DIRECTORATE,Colas Limited,CONF9260005049446626,Routine Maintenance,"£26,210.18",B37 7YB
Department for Transport,Department for Transport,07/03/2025,Transport  Consult,"DG Decarbonisation, Technology & Strategy ",SHEFFIELD UNIVERSITY,2000035722,#,"£26,196.49",S10 2TN
Department for Transport,Driver & Vehicle Licensing Agency,07/03/2025,ITConsul-Non Rec,Information Services,Made Tech Limited,2000034329,#,"£26,160.00",SE1 1TE
Department For Transport,National Highways,31/03/2025,Contingent Labour,MAJOR PROJECTS,Omni Resource Management Solutions Limited,64247,Business Services General,"£26,152.79",WA14 1HF
Department for Transport,Department for Transport,13/03/2025,Support Services,"DG Aviation, Maritime & Security Group",AIR SAFETY SUPPORT INTERNATIONAL,2000036367,#,"£26,134.79",RH6 0YR
Department for Transport,National Highways,19/03/2025,RM Cost Reimbursable,OPERATIONS DIRECTORATE,KIER TRANSPORTATION LIMITED,CONF9260304161114410,Routine Maintenance,"£26,131.48",M50 3XP
Department for Transport,Department for Transport,05/03/2025,Subsidies Private Se,DG Public Transport and Local Group,FIRST MIDLAND RED BUSES,2000035350,FIRST MIDLAND RED BUSES LTD,"£26,124.29",WR1 2PA
Department for Transport,Department for Transport,13/03/2025,Research,DG Public Transport and Local Group,Thinks Insight and Strategy,2000036361,#,"£26,085.35",WC2R 1LA
Department for Transport,National Highways,28/03/2025,TA Renewal of Structures - Capital,FINANCE & BUSINESS SERVICES,AMALGAMATED CONSTRUCTION LTD (AMCO),1017729,Renewals of Structures,"£26,072.84",LS25 3AA
Department for Transport,National Highways,25/03/2025,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,J MCCANN & CO LTD,1016963,Energy and the Environment,"£26,064.34",NG9 6DG
Department for Transport,National Highways,13/03/2025,RM Cost Reimbursable,OPERATIONS DIRECTORATE,AMEY OW LIMITED,CONF9122018252055805,Routine Maintenance,"£26,025.46",OX4 4DQ
Department for Transport,National Highways,20/03/2025,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,CAPGEMINI UK PLC,1015506,Operate General Management Costs,"£26,017.82",GU21 6DB
Department for Transport,National Highways,10/03/2025,"Contingent Labour,",MAJOR PROJECTS,MOTT MACDONALD GROUP LTD,1013047,Business Services General,"£25,970.21",CR0 2EE
Department for Transport,National Highways,31/03/2025,ICT Other costs,DIGITAL SERVICES,TELENT TECHNOLOGY SERVICES LIMITED,1018094,Corporate Support Services,"£25,937.20",CV34 5AH
Department for Transport,Maritime and Coastguard Agency,03/03/2025,Agency Staff,Central Finance,Alexander Mann Solutions,233147138,Agency Staff Charges - February 2025,"£25,930.63",EC2N 3AQ
Department for Transport,National Highways,19/03/2025,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,AECOM LIMITED,1014871,Renewals of Roads,"£25,916.35",B4 6AT
Department for Transport,National Highways,19/03/2025,Staff Welfare initiatives,"SAFETY, ENGINEERING AND STANDARDS",Optima Health UK Limited,1014685,Corporate Support Ex Admin,"£25,914.50",B974DL
Department for Transport,National Highways,26/03/2025,ICT Other costs,DIGITAL SERVICES,XEROX (UK) LTD,1017027,Corporate Support Services,"£25,896.71",UB8 1HS
Department for Transport,Department for Transport,10/03/2025,Legal Consultancy,DG Road Transport Group,Browne Jacobson LLP,2000035892,#,"£25,879.68",NG2 1BJ
Department for Transport,DVSA,06/03/2025,IT SERVICE RUNNING COSTS,TS LIVE SERVICES - USER SERVICE TEAM,FLYFORM LIMITED,5100008515,FLYFORM SERVICENOW PARTNER,"£25,870.00",#
Department for Transport,Department for Transport,14/03/2025,Prog&ProjMgmt Consul,DG Corporate Delivery Group,Methods Business and Digital,2000036499,#,"£25,857.00",EC1N 8TS
Department for Transport,National Highways,19/03/2025,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,KIER TRANSPORTATION LIMITED,CONF9903004161103196,Renewals of Structures,"£25,856.95",M50 3XP
Department for Transport,National Highways,24/03/2025,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,JACOBS UK LIMITED,1016617,Renewals of Structures,"£25,847.03",G2 7HX
Department for Transport,EWR,24/03/2025,Technical Partner: Non staffing,Secure Right to Build,MWJV-EWR,19765,Task Order 023 AfP No. 22 to 23022025,"£25,801.14",WC2A 1AF
Department for Transport,Department for Transport,10/03/2025,Support Services,"DG Aviation, Maritime & Security Group",UK SPACE AGENCY,2000035885,#,"£25,795.00",SN2 1SZ
Department for Transport,Department for Transport,18/03/2025,Support Services,"DG Aviation, Maritime & Security Group",UK SPACE AGENCY,2000036769,#,"£25,795.00",SN2 1SZ
Department for Transport,National Highways,13/03/2025,CM - Lump Sum Fees,OPERATIONS DIRECTORATE,Amey Highways Limited,CONF9077616200000008,Routine Maintenance,"£25,783.73",CB25 9PG
Department for Transport,National Highways,19/03/2025,TA Cost AUC - Programme,MAJOR PROJECTS,KIER TRANSPORTATION LIMITED,CONF9903004140570771,SR10 Schemes,"£25,776.24",M50 3XP
Department for Transport,VCA,25/03/2025,Rent,VCA UK ,SHOWLAND INVESTMENTS LIMITED,INV 34107,"25.03.25 - 24.06.25 Unit 1 Rent EOC
","£25,772.50",OX1 7DA
Department for Transport,National Highways,06/03/2025,TA Cost AUC - Programme,"CUSTOMER, STRATEGY AND COMMUNICATIONS",IBI GROUP (UK) LTD,1012678,Information,"£25,770.00",G2 1BT
Department for Transport,National Highways,11/03/2025,TA Cost AUC – Non SRN,MAJOR PROJECTS,Gowling WLG (UK) LLP 2022/2027 (TR140),LOMD308624,Complex Schemes,"£25,750.00",SE1 2AU
Department for Transport,National Highways,06/03/2025,TA Cost AUC – Non SRN,DIGITAL SERVICES,CAPGEMINI UK PLC,1012613,Corporate Support Services,"£25,733.90",GU21 6DB
Department for Transport,National Highways,21/03/2025,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,CROWN HIGHWAYS LTD,1016097,Carbon,"£25,725.17",WS7 4QF
Department for Transport,National Highways,28/03/2025,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,VolkerLaser Ltd,1017634,Renewals of Structures,"£25,714.68",EN11 9BX
Department for Transport,National Highways,31/03/2025,Contractor Costs,DIGITAL SERVICES,MOTT MACDONALD GROUP LTD,1018007,Corporate Support Services,"£25,704.36",CR0 2EE
Department for Transport,National Highways,28/03/2025,TA Cost AUC – Non SRN,DIGITAL SERVICES,KAPSCH TRAFFICCOM AG,1017916,Operate General Management Costs,"£25,699.27",AM Europlatz 2
Department for Transport,National Highways,13/03/2025,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,AMEY OW LIMITED,CONF9122018212023815,Renewals of Structures,"£25,695.57",OX4 4DQ
Department for Transport,National Highways,28/03/2025,TA Cost AUC - Programme,MAJOR PROJECTS,MOTT MACDONALD GROUP LTD,1017791,RIS 1 Schemes,"£25,685.49",CR0 2EE
Department for Transport,Department for Transport,25/03/2025,Research,"DG Decarbonisation, Technology & Strategy ",Ove Arup & Partners Limited,2000037589,#,"£25,666.00",W1T 4BJ
Department for Transport,National Highways,31/03/2025,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,A E Yates Ltd,1018057,Safety,"£25,659.03",BL6 4SB
Department for Transport,Active Travel England,24/03/2025,CurrGrt Las in AEF/A,LA Capacity Building Fund,RUTLAND COUNTY COUNCIL,2000037427,Consolidated Active Travel Fund 4,"£25,651.00",LE15 6HP
Department for Transport,Department for Transport,26/03/2025,Research,DG Road Transport Group,TRANSPORT RESEARCH LABORATORY,2000037744,#,"£25,634.97",RG40 3GA
Department for Transport,High Speed Two (HS2) Limited,24/03/2025,AUC - Phase 1,AUC - 000000,NATIONAL GRID ELECTRICITY TRANSMISSION,#,PMO till end March 2025,"£25,634.93",#
Department for Transport,National Highways,19/03/2025,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,WSP UK LIMITED,1014804,Renewals of Technology,"£25,624.98",B1 1RQ
Department for Transport,Maritime and Coastguard Agency,26/03/2025,Agency Staff,Central Finance,Alexander Mann Solutions,233147938,Agency Staff Fees,"£25,600.04",EC2N 3AQ
Department for Transport,National Highways,20/03/2025,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,JACOBS UK LIMITED,1015012,Renewals of Structures,"£25,578.75",G2 7HX
Department for Transport,National Highways,21/03/2025,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,GREEN VALLEY ARBORISTS LTD,1015559,Renewals of Roads,"£25,570.70",HX3 6AS
Department for Transport,National Highways,06/03/2025,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,STROMA SPECIALIST ACCESS,1012609,Renewals of Structures,"£25,520.67",WF5 9TJ
Department for Transport,National Highways,20/03/2025,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,H W MARTIN (TRAFFIC MANAGEMENT) LIMITED,1015078,Renewals of Roads,"£25,496.37",DE55 5JY
Department for Transport,National Highways,25/03/2025,ICT Hardware Maintenance,DIGITAL SERVICES,eLocker Ltd,1017007,Corporate Support Services,"£25,491.60",NN1 0QB
Department for Transport,National Highways,27/03/2025,TA Cost AUC – Non SRN,FINANCE & BUSINESS SERVICES,Integra Buildings Limited,1017349,Corporate Support Services,"£25,487.35",HU12 8AA
Department for Transport,National Highways,17/03/2025,TA Renewal of Structures - Capital,FINANCE & BUSINESS SERVICES,BALFOUR BEATTY CONSTRUCTION LTD,1013985,Renewals of Structures,"£25,458.00",ML7 4WQ
Department for Transport,Department for Transport,11/03/2025,Transport  Consult,DG Public Transport and Local Group,Ernst and Young LLP,2000035998,#,"£25,432.50",SE1 2AF
Department for Transport,National Highways,19/03/2025,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,KIER TRANSPORTATION LIMITED,CONF9903004140870087,Renewals of Roads,"£25,431.53",M50 3XP
Department for Transport,National Highways,27/03/2025,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,MOTT MACDONALD GROUP LTD,1017448,Renewals of Technology,"£25,406.47",CR0 2EE
Department for Transport,National Highways,18/03/2025,CM - Third Party Damage,OPERATIONS DIRECTORATE,Colas Limited,CONF9260005049446946,Routine Maintenance,"£25,403.68",B37 7YB
Department for Transport,National Highways,25/03/2025,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,CONNECT PLUS (M25) LIMITED,APC216921,Renewals of Roads,"£25,391.09",EN6 3NP
Department for Transport,National Highways,19/03/2025,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,Octavius Infrastructure Ltd,1014373,Renewals of Structures,"£25,389.17",RH2 9PY
Department for Transport,Maritime and Coastguard Agency,04/03/2025,SMarT Administration,Seafarer Technical Delivery,Ricardo-Aea Ltd,233147246,P11 Management Fees & Audits,"£25,381.70",OX11 0QR
Department for Transport,Department for Transport,12/03/2025,IT Ser Running Costs,DG Corporate Delivery Group,Phoenix Software,2000036197,#,"£25,376.68",YO42 1NS
Department for Transport,Driver & Vehicle Licensing Agency,03/03/2025,Non-stock Printing,Operations,APS Group Ltd,2000033779,#,"£25,365.31",SK3 0ZP
Department for Transport,National Highways,27/03/2025,TA Cost AUC - Programme,"CUSTOMER, STRATEGY AND COMMUNICATIONS",WSP UK LIMITED,1017587,RIS 3 Development,"£25,355.78",B1 1RQ
Department for Transport,National Highways,11/03/2025,TA Cost AUC – Non SRN,DIGITAL SERVICES,ARCADIS CONSULTING (UK) LIMITED,1013372,Corporate Support Services,"£25,351.00",CF3 0EY
Department for Transport,National Highways,25/03/2025,Contractor Costs,OPERATIONS DIRECTORATE,ROADLINK (A69) LTD,1016964,Operate Roads PFI Service Payments,"£25,306.36",NE43 7TN
Department for Transport,National Highways,24/03/2025,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,MWAY COMMUNICATIONS LTD,1016468,Carbon,"£25,305.15",S61 1EE
Department for Transport,National Highways,03/03/2025,CM - Lump Sum Fees,OPERATIONS DIRECTORATE,RINGWAY INFRASTRUCTURE SERVICES LIMITED,CONF8800022600000001,Routine Maintenance,"£25,298.14",EN1 1TH
Department for Transport,National Highways,31/03/2025,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,CAPGEMINI UK PLC,1018182,Renewals of Technology,"£25,296.00",GU21 6DB
Department for Transport,DVSA,26/03/2025,TESTING/TRAINING- CAR HIRE VEHICLE,VEHICLE TESTING & MARKET SURVEILLANCE UNIT,KNOWLES ASSOCIATES TFM LTD,5100009273,INVOICES BETWEEN 02/02/2025 TO 01/03/2025,"£25,250.00",#
Department for Transport,Department for Transport,26/03/2025,Curr Grt Overseas,"DG Aviation, Maritime & Security Group",International Civil Aviation,2000037720,SR 9001244279,"£25,234.28",H3C 5H7
Department for Transport,Department for Transport,25/03/2025,Cap Grt Loc Auth,DG Road Transport Group,LONDON BOROUGH OF LAMBETH,2000037596,Lambeth 25% 21/22 ORCS claim,"£25,228.00",SW8 2LL
Department for Transport,National Highways,18/03/2025,CM - Lump Sum Fees,OPERATIONS DIRECTORATE,KIER TRANSPORTATION LIMITED,CONF9076698900000001,Routine Maintenance,"£25,203.92",M50 3XP
Department for Transport,National Highways,27/03/2025,TA Cost AUC – Non SRN,DIGITAL SERVICES,AtkinsRéalis UK Limited,1011744,Renewals of Technology,"£25,200.00",KT18 5BW
Department for Transport,National Highways,27/03/2025,TA Cost AUC – Non SRN,DIGITAL SERVICES,AtkinsRéalis UK Limited,1011756,Renewals of Technology,"£25,200.00",KT18 5BW
